一	 yi_1
新界	 xin_1 jie_4
新疆	 xin_1 jiang_1
新疆大学	 xin_1 jiang_1 da_4 xue_2
新疆阿勒泰地区	 xin_1 jiang_1 a_1 lei_1 tai_4 di_4 qu_1
新白娘子	 xin_1 bai_2 niang_2 zi_0
新秀	 xin_1 xiu_4
新科	 xin_1 ke_1
新立	 xin_1 li_4
新竹	 xin_1 zhu_2
新绛县	 xin_1 jiang_4 xian_4
新罗区	 xin_1 luo_2 qu_1
新联	 xin_1 lian_2
新能源	 xin_1 neng_2 yuan_2
新航	 xin_1 hang_2
新蔡	 xin_1 cai_4
新街	 xin_1 jie_1
新街口	 xin_1 jie_1 kou_3
新街镇	 xin_1 jie_1 zhen_4
新衣	 xin_1 yi_1
新贵	 xin_1 gui_4
新路	 xin_1 lu_4
新郎	 xin_1 lang_2
新郑	 xin_1 zheng_4
新郑市	 xin_1 zheng_4 shi_4
新都区	 xin_1 dou_1 qu_1
新野县	 xin_1 ye_3 xian_4
新金桥	 xin_1 jin_1 qiao_2
新长征	 xin_1 chang_2 zheng_1
新闸	 xin_1 zha_2
新闻	 xin_1 wen_2
新阳	 xin_1 yang_2
新颜	 xin_1 yan_2
新马路	 xin_1 ma_3 lu_4
新鲜	 xin_1 xian_1
方	 fang_1
方便	 fang_1 bian_4
方力申	 fang_1 li_4 shen_1
方向	 fang_1 xiang_4
方向盘	 fang_1 xiang_4 pan_2
方圆	 fang_1 yuan_2
方城	 fang_1 cheng_2
方大同	 fang_1 da_4 tong_2
方家	 fang_1 jia_1
方山县	 fang_1 shan_1 xian_4
方庄	 fang_1 zhuang_1
方庄店	 fang_1 zhuang_1 dian_4
方式	 fang_1 shi_4
方正	 fang_1 zheng_4
方法	 fang_1 fa_3
方竹	 fang_1 zhu_2
方舱	 fang_1 cang_1
於	 yu_2
施	 shi_1
施华洛	 shi_1 hua_2 luo_4
施甸县	 shi_1 dian_1 xian_4
施秉	 shi_1 bing_3
旁	 pang_2
旁边	 pang_2 bian_1
旅	 lv_3
旅店	 lv_3 dian_4
旅游	 lv_3 you_2
旅游区	 lv_3 you_2 qu_1
旅游团	 lv_3 you_2 tuan_2
旅游景点	 lv_3 you_2 jing_3 dian_3
旅游网	 lv_3 you_2 wang_3
旅游节	 lv_3 you_2 jie_2
旅社	 lv_3 she_4
旅舍	 lv_3 she_4
旅行	 lv_3 xing_2
旅行团	 lv_3 xing_2 tuan_2
旅行社	 lv_3 xing_2 she_4
旅途	 lv_3 tu_2
旅顺	 lv_3 shun_4
旅馆	 lv_3 guan_3
旋	 xuan_2
旋律	 xuan_2 lv_4
旋转	 xuan_2 zhuan_3
旋风	 xuan_2 feng_1
族	 zu_2
旗	 qi_2
旗舰店	 qi_2 jian_4 dian_4
无	 wu_2
无为	 wu_2 wei_2
无为县	 wu_2 wei_2 xian_4
无印良品	 wu_2 yin_4 liang_2 pin_3
无国界	 wu_2 guo_2 jie_4
无地自容	 wu_2 di_4 zi_4 rong_2
无字碑	 wu_2 zi_4 bei_1
无心	 wu_2 xin_1
无悔	 wu_2 hui_3
无情	 wu_2 qing_2
无所谓	 wu_2 suo_3 wei_4
无损	 wu_2 sun_3
无烟	 wu_2 yan_1
无线	 wu_2 xian_4
无聊	 wu_2 liao_2
无花果	 wu_2 hua_1 guo_3
无语	 wu_2 yu_3
无迹可寻	 wu_2 ji_4 ke_3 xun_2
无锡	 wu_2 xi_1
无锡市	 wu_2 xi_1 shi_4
无间道	 wu_2 jian_4 dao_4
无限	 wu_2 xian_4
无限大	 wu_2 xian_4 da_4
无颜	 wu_2 yan_2
既	 ji_4
日	 ri_4
日不落	 ri_4 bu_4 luo_4
日产	 ri_4 chan_3
日元	 ri_4 yuan_2
日光	 ri_4 guang_1
日出	 ri_4 chu_1
日历	 ri_4 li_4
日喀则	 ri_4 ka_1 ze_2
日喀则地区	 ri_4 ka_1 ze_2 di_4 qu_1
日坛	 ri_4 tan_2
日坛公园	 ri_4 tan_2 gong_1 yuan_2
日子	 ri_4 zi_0
日式	 ri_4 shi_4
日文	 ri_4 wen_2
日月	 ri_4 yue_4
日月同辉	 ri_4 yue_4 tong_2 hui_1
日期	 ri_4 qi_1
日本	 ri_4 ben_3
日本料理	 ri_4 ben_3 liao_4 li_3
日照	 ri_4 zhao_4
日照市	 ri_4 zhao_4 shi_4
日盛	 ri_4 sheng_4
日程	 ri_4 cheng_2
日程安排	 ri_4 cheng_2 an_1 pai_2
日航	 ri_4 hang_2
日落	 ri_4 luo_4
日记	 ri_4 ji_4
日语	 ri_4 yu_3
日隆	 ri_4 long_2
旧	 jiu_4
旧县	 jiu_4 xian_4
旧址	 jiu_4 zhi_3
旧宫	 jiu_4 gong_1
旧情绵绵	 jiu_4 qing_2 mian_2 mian_2
旧故	 jiu_4 gu_4
旧村	 jiu_4 cun_1
旧货	 jiu_4 huo_4
旧金山	 jiu_4 jin_1 shan_1
早	 zao_3
早上	 zao_3 shang_4
早去	 zao_3 qu_4
早安	 zao_3 an_1
早春	 zao_3 chun_1
早晨	 zao_3 chen_2
早期教育	 zao_3 qi_1 jiao_4 yu_4
早班车	 zao_3 ban_1 che_1
早茶	 zao_3 cha_2
早餐	 zao_3 can_1
早饭	 zao_3 fan_4
旬阳	 xun_2 yang_2
旬阳县	 xun_2 yang_2 xian_4
旭	 xu_4
旭光	 xu_4 guang_1
旮旯	 ga_1 la_2
旱	 han_4
时	 shi_2
时代	 shi_2 dai_4
时代广场	 shi_2 dai_4 guang_3 chang_3
时会	 shi_2 hui_4
时候	 shi_2 hou_4
时光	 shi_2 guang_1
时光倒流	 shi_2 guang_1 dao_4 liu_2
时刻表	 shi_2 ke_4 biao_3
时尚	 shi_2 shang_4
时报	 shi_2 bao_4
时空	 shi_2 kong_1
时运	 shi_2 yun_4
时间	 shi_2 jian_1
时间表	 shi_2 jian_1 biao_3
时限	 shi_2 xian_4
旺	 wang_4
昀	 yun_2
昂	 ang_2
昂昂	 ang_2 ang_2
昆	 kun_1
昆仑	 kun_1 lun_2
昆季	 kun_1 ji_4
昆山	 kun_1 shan_1
昆山市	 kun_1 shan_1 shi_4
昆明	 kun_1 ming_2
昆明市	 kun_1 ming_2 shi_4
昆明湖	 kun_1 ming_2 hu_2
昆明街	 kun_1 ming_2 jie_1
昆曲	 kun_1 qu_3
昆河	 kun_1 he_2
昆泰	 kun_1 tai_4
昆西	 kun_1 xi_1
昇	 sheng_1
昊	 hao_4
昊天	 hao_4 tian_1
昌	 chang_1
昌化	 chang_1 hua_4
昌图	 chang_1 tu_2
昌平	 chang_1 ping_2
昌平区	 chang_1 ping_2 qu_1
昌平县	 chang_1 ping_2 xian_4
昌明	 chang_1 ming_2
昌江	 chang_1 jiang_1
昌盛	 chang_1 sheng_4
昌邑	 chang_1 yi_4
昌邑区	 chang_1 yi_4 qu_1
昌都	 chang_1 dou_1
昌里	 chang_1 li_3
昌黎县	 chang_1 li_2 xian_4
明	 ming_2
明丽	 ming_2 li_4
明亮	 ming_2 liang_4
明仁	 ming_2 ren_2
明儿	 ming_2 er_2
明光	 ming_2 guang_1
明后天	 ming_2 hou_4 tian_1
明哲	 ming_2 zhe_2
明天	 ming_2 tian_1
明山区	 ming_2 shan_1 qu_1
明年	 ming_2 nian_2
明德	 ming_2 de_2
明德门	 ming_2 de_2 men_2
明日	 ming_2 ri_4
明早	 ming_2 zao_3
明明	 ming_2 ming_2
明明白白	 ming_2 ming_2 bai_2 bai_2
明星	 ming_2 xing_1
明显	 ming_2 xian_3
明晚	 ming_2 wan_3
明月	 ming_2 yue_4
明水县	 ming_2 shui_3 xian_4
明治	 ming_2 zhi_4
明珠	 ming_2 zhu_1
明石	 ming_2 shi_2
明镜	 ming_2 jing_4
易	 yi_4
易买得	 yi_4 mai_3 de_2
易方达	 yi_4 fang_1 da_2
易燃易爆	 yi_4 ran_2 yi_4 bao_4
易用	 yi_4 yong_4
易门	 yi_4 men_2
易门县	 yi_4 men_2 xian_4
昔日	 xi_1 ri_4
昕	 xin_1
昙	 tan_2
星	 xing_1
星云	 xing_1 yun_2
星光	 xing_1 guang_1
星光灿烂	 xing_1 guang_1 can_4 lan_4
星夜	 xing_1 ye_4
星巴克	 xing_1 ba_1 ke_4
星座	 xing_1 zuo_4
星战	 xing_1 zhan_4
星星	 xing_1 xing_1
星期	 xing_1 qi_1
星期一	 xing_1 qi_1 yi_1
星期三	 xing_1 qi_1 san_1
星期二	 xing_1 qi_1 er_4
星期五	 xing_1 qi_1 wu_3
星期六	 xing_1 qi_1 liu_4
星期四	 xing_1 qi_1 si_4
星期天	 xing_1 qi_1 tian_1
星期日	 xing_1 qi_1 ri_4
星条旗	 xing_1 tiao_2 qi_2
星河	 xing_1 he_2
星洲	 xing_1 zhou_1
星海	 xing_1 hai_3
星湖	 xing_1 hu_2
星火	 xing_1 huo_3
星球	 xing_1 qiu_2
星空	 xing_1 kong_1
星级	 xing_1 ji_2
星辰	 xing_1 chen_2
星际	 xing_1 ji_4
映	 ying_4
映像	 ying_4 xiang_4
映山红	 ying_4 shan_1 hong_2
春	 chun_1
春义	 chun_1 yi_4
春光	 chun_1 guang_1
春兰	 chun_1 lan_2
春园	 chun_1 yuan_2
春城	 chun_1 cheng_2
春夜	 chun_1 ye_4
春天	 chun_1 tian_1
春天里	 chun_1 tian_1 li_3
春晓	 chun_1 xiao_3
春晖	 chun_1 hui_1
春暖花开	 chun_1 nuan_3 hua_1 kai_1
春水	 chun_1 shui_3
春江	 chun_1 jiang_1
春江花	 chun_1 jiang_1 hua_1
春江花月夜	 chun_1 jiang_1 hua_1 yue_4 ye_4
春泥	 chun_1 ni_2
春游	 chun_1 you_2
春潮	 chun_1 chao_2
春熙路	 chun_1 xi_1 lu_4
春生	 chun_1 sheng_1
春申路	 chun_1 shen_1 lu_4
春秋	 chun_1 qiu_1
春笋	 chun_1 sun_3
春节	 chun_1 jie_2
春蕊	 chun_1 rui_3
春辉	 chun_1 hui_1
春阳	 chun_1 yang_2
春雨	 chun_1 yu_3
春雷	 chun_1 lei_2
春风	 chun_1 feng_1
春饼	 chun_1 bing_3
昨天	 zuo_2 tian_1
昨天晚上	 zuo_2 tian_1 wan_3 shang_4
昨日	 zuo_2 ri_4
昨晚	 zuo_2 wan_3
昭	 zhao_1
昭通	 zhao_1 tong_1
昭通市	 zhao_1 tong_1 shi_4
是	 shi_4
是不是	 shi_4 bu_2 shi_4
是否	 shi_4 fou_3
昱	 yu_4
昵称	 ni_4 cheng_1
显	 xian_3
显示	 xian_3 shi_4
晋	 jin_4
晋中	 jin_4 zhong_1
晋中市	 jin_4 zhong_1 shi_4
晋城	 jin_4 cheng_2
晋城市	 jin_4 cheng_2 shi_4
晋安	 jin_4 an_1
晋安区	 jin_4 an_1 qu_1
晋州	 jin_4 zhou_1
晋州市	 jin_4 zhou_1 shi_4
晋江	 jin_4 jiang_1
晋江县	 jin_4 jiang_1 xian_4
晋江市	 jin_4 jiang_1 shi_4
晋源区	 jin_4 yuan_2 qu_1
晋阳	 jin_4 yang_2
晏	 yan_4
晒	 shai_4
晒黑	 shai_4 hei_1
晓	 xiao_3
晖	 hui_1
晗	 han_2
晚	 wan_3
晚上	 wan_3 shang_4
晚上十	 wan_3 shang_4 shi_2
晚会	 wan_3 hui_4
晚安	 wan_3 an_1
晚宴	 wan_3 yan_4
晚报社	 wan_3 bao_4 she_4
晚点	 wan_3 dian_3
晚班	 wan_3 ban_1
晚秋	 wan_3 qiu_1
晚钟	 wan_3 zhong_1
晚风	 wan_3 feng_1
晚餐	 wan_3 can_1
晟	 cheng_2
晨	 chen_2
晨光	 chen_2 guang_1
晨练	 chen_2 lian_4
普	 pu_3
普乐斯	 pu_3 le_4 si_1
普兰	 pu_3 lan_2
普吉	 pu_3 ji_2
普吉岛	 pu_3 ji_2 dao_3
普宁	 pu_3 ning_2
普宁市	 pu_3 ning_2 shi_4
普安	 pu_3 an_1
普尔	 pu_3 er_3
普快	 pu_3 kuai_4
普法	 pu_3 fa_3
普洱	 pu_3 er_3
普照	 pu_3 zhao_4
普罗旺斯	 pu_3 luo_2 wang_4 si_1
普者黑	 pu_3 zhe_3 hei_1
普通	 pu_3 tong_1
普通舱	 pu_3 tong_1 cang_1
普通话	 pu_3 tong_1 hua_4
普里	 pu_3 li_3
普陀	 pu_3 tuo_2
普陀区	 pu_3 tuo_2 qu_1
普陀山	 pu_3 tuo_2 shan_1
普雷斯	 pu_3 lei_2 si_1
景	 jing_3
景东	 jing_3 dong_1
景区	 jing_3 qu_1
景华城	 jing_3 hua_2 cheng_2
景县	 jing_3 xian_4
景园	 jing_3 yuan_2
景天	 jing_3 tian_1
景山	 jing_3 shan_1
景山公园	 jing_3 shan_1 gong_1 yuan_2
景岗山	 jing_3 gang_3 shan_1
景德镇	 jing_3 de_2 zhen_4
景房	 jing_3 fang_2
景新城	 jing_3 xin_1 cheng_2
景星	 jing_3 xing_1
景泰	 jing_3 tai_4
景洪	 jing_3 hong_2
景点	 jing_3 dian_3
景色	 jing_3 se_4
景芝	 jing_3 zhi_1
景观	 jing_3 guan_1
景阳	 jing_3 yang_2
晴	 qing_2
晴天	 qing_2 tian_1
晴川	 qing_2 chuan_1
晴空	 qing_2 kong_1
晴转多云	 qing_2 zhuan_3 duo_1 yun_2
晶	 jing_1
智	 zhi_4
智利	 zhi_4 li_4
智力	 zhi_4 li_4
智慧	 zhi_4 hui_4
智能	 zhi_4 neng_2
智能化	 zhi_4 neng_2 hua_4
智能家居	 zhi_4 neng_2 jia_1 ju_1
智齿	 zhi_4 chi_3
暂	 zan_4
暂住证	 zan_4 zhu_4 zheng_4
暂停	 zan_4 ting_2
暑假	 shu_3 jia_4
暖	 nuan_3
暖和	 nuan_3 huo_0
暖气	 nuan_3 qi_4
暖风	 nuan_3 feng_1
暗	 an_4
暗点	 an_4 dian_3
暗香	 an_4 xiang_1
暧昧	 ai_4 mei_4
暴力	 bao_4 li_4
暴雨	 bao_4 yu_3
暹罗	 xian_1 luo_2
曙光	 shu_3 guang_1
曙光路	 shu_3 guang_1 lu_4
曦	 xi_1
曲	 qu_1
曲剧	 qu_3 ju_4
曲子	 qu_3 zi_0
曲江	 qu_3 jiang_1
曲目	 qu_3 mu_4
曲艺	 qu_3 yi_4
曲调	 qu_3 diao_4
曲阜	 qu_1 fu_4
曲阜师范大学	 qu_1 fu_4 shi_1 fan_4 da_4 xue_2
曲阳路	 qu_1 yang_2 lu_4
曲靖	 qu_1 jing_4
更	 geng_4
更好	 geng_4 hao_3
更换	 geng_1 huan_4
更改	 geng_1 gai_3
更新	 geng_1 xin_1
曹	 cao_2
曹光彪	 cao_2 guang_1 biao_1
曹妃甸	 cao_2 fei_1 dian_1
曹操	 cao_2 cao_1
曼	 man_4
曼哈顿	 man_4 ha_1 dun_4
曼谷	 man_4 gu_3
曾	 ceng_2
曾仕强	 ceng_2 shi_4 qiang_2
曾宝仪	 ceng_2 bao_3 yi_2
曾经	 ceng_2 jing_1
替	 ti_4
替换	 ti_4 huan_4
最	 zui_4
最优	 zui_4 you_1
最低	 zui_4 di_1
最低值	 zui_4 di_1 zhi_2
最低温	 zui_4 di_1 wen_1
最低温度	 zui_4 di_1 wen_1 du_4
最佳	 zui_4 jia_1
最先	 zui_4 xian_1
最冷	 zui_4 leng_3
最初	 zui_4 chu_1
最劲爆	 zui_4 jin_4 bao_4
最后	 zui_4 hou_4
最大	 zui_4 da_4
最大值	 zui_4 da_4 zhi_2
最大化	 zui_4 da_4 hua_4
最好	 zui_4 hao_3
最小	 zui_4 xiao_3
最小值	 zui_4 xiao_3 zhi_2
最差	 zui_4 cha_4
最弱	 zui_4 ruo_4
最强	 zui_4 qiang_2
最快	 zui_4 kuai_4
最慢	 zui_4 man_4
最新	 zui_4 xin_1
最早	 zui_4 zao_3
最最	 zui_4 zui_4
最美	 zui_4 mei_3
最近	 zui_4 jin_4
最远	 zui_4 yuan_3
最迟	 zui_4 chi_2
最适	 zui_4 shi_4
最长	 zui_4 zhang_3
最高	 zui_4 gao_1
最高值	 zui_4 gao_1 zhi_2
最高级	 zui_4 gao_1 ji_2
月	 yue_4
月亮	 yue_4 liang_4
月亮代表	 yue_4 liang_4 dai_4 biao_3
月份	 yue_4 fen_4
月儿	 yue_4 er_2
月光	 yue_4 guang_1
月光曲	 yue_4 guang_1 qu_1
月初	 yue_4 chu_1
月台	 yue_4 tai_2
月坛	 yue_4 tan_2
月宫	 yue_4 gong_1
月浦	 yue_4 pu_3
月湖	 yue_4 hu_2
月牙	 yue_4 ya_2
月饼	 yue_4 bing_3
有	 you_3
有事	 you_3 shi_4
有事吗	 you_3 shi_4 ma_0
有些	 you_3 xie_1
有人	 you_3 ren_2
有什么	 you_3 shen_2 me_0
有关	 you_3 guan_1
有名	 you_3 ming_2
有声	 you_3 sheng_1
有幸	 you_3 xing_4
有情	 you_3 qing_2
有意思	 you_3 yi_4 si_1
有毒	 you_3 du_2
有没有	 you_3 mei_2 you_3
有点	 you_3 dian_3
有点儿	 you_3 dian_3 er_2
有缘	 you_3 yuan_2
有钱人	 you_3 qian_2 ren_2
有限	 you_3 xian_4
有限公司	 you_3 xian_4 gong_1 si_1
有限责任	 you_3 xian_4 ze_2 ren_4
朋	 peng_2
朋友	 peng_2 you_3
服	 fu_2
服务	 fu_2 wu_4
服务中心	 fu_2 wu_4 zhong_1 xin_1
服务公司	 fu_2 wu_4 gong_1 si_1
服务区	 fu_2 wu_4 qu_1
服务处	 fu_2 wu_4 chu_4
服务局	 fu_2 wu_4 ju_2
服务社	 fu_2 wu_4 she_4
服务站	 fu_2 wu_4 zhan_4
服务部	 fu_2 wu_4 bu_4
服装	 fu_2 zhuang_1
服装城	 fu_2 zhuang_1 cheng_2
服装市场	 fu_2 zhuang_1 shi_4 chang_3
服装店	 fu_2 zhuang_1 dian_4
服饰	 fu_2 shi_4
朔	 shuo_4
朔州	 shuo_4 zhou_1
朔州市	 shuo_4 zhou_1 shi_4
朗	 lang_3
朗朗	 lang_3 lang_3
朗诵	 lang_3 song_4
望	 wang_4
望京	 wang_4 jing_1
望城县	 wang_4 cheng_2 xian_4
望月	 wang_4 yue_4
望江	 wang_4 jiang_1
望江南	 wang_4 jiang_1 nan_2
望花区	 wang_4 hua_1 qu_1
朝	 chao_2
朝代	 chao_2 dai_4
朝外	 chao_2 wai_4
朝日	 chao_2 ri_4
朝晖	 zhao_1 hui_1
朝晖路	 zhao_1 hui_1 lu_4
朝阳	 zhao_1 yang_2
朝阳区	 chao_2 yang_2 qu_1
朝阳路	 zhao_1 yang_2 lu_4
朝阳门	 zhao_1 yang_2 men_2
朝阳门外	 zhao_1 yang_2 men_2 wai_4
朝鲜	 chao_2 xian_1
期	 qi_1
期间	 qi_1 jian_1
期限	 qi_1 xian_4
木	 mu_4
木业	 mu_4 ye_4
木偶	 mu_4 ou_3
木制	 mu_4 zhi_4
木材	 mu_4 cai_2
木板	 mu_4 ban_3
木林	 mu_4 lin_2
木桥	 mu_4 qiao_2
木棉	 mu_4 mian_2
木樨园	 mu_4 xi_1 yuan_2
木樨地	 mu_4 xi_1 de_0
木渎镇	 mu_4 du_2 zhen_4
木瓜	 mu_4 gua_1
木门	 mu_4 men_2
木马	 mu_4 ma_3
未	 wei_4
未央路	 wei_4 yang_1 lu_4
未婚	 wei_4 hun_1
未成年人	 wei_4 cheng_2 nian_2 ren_2
未接	 wei_4 jie_1
未来	 wei_4 lai_2
未来式	 wei_4 lai_2 shi_4
未满	 wei_4 man_3
未眠	 wei_4 mian_2
未闻	 wei_4 wen_2
未雨绸缪	 wei_4 yu_3 chou_2 mou_2
末	 mo_4
末班	 mo_4 ban_1
末班车	 mo_4 ban_1 che_1
本	 ben_3
本周	 ben_3 zhou_1
本命	 ben_3 ming_4
本地	 ben_3 di_4
本地下载	 ben_3 di_4 xia_4 zai_4
本地播放	 ben_3 di_4 bo_1 fang_4
本家	 ben_3 jia_1
本期	 ben_3 qi_1
本来	 ben_3 lai_2
本溪	 ben_3 xi_1
本溪市	 ben_3 xi_1 shi_4
本田	 ben_3 tian_2
本色	 ben_3 se_4
术语	 shu_4 yu_3
朱	 zhu_1
朱孝天	 zhu_1 xiao_4 tian_1
朱家	 zhu_1 jia_1
朱家尖	 zhu_1 jia_1 jian_1
朱家角	 zhu_1 jia_1 jiao_3
朱明瑛	 zhu_1 ming_2 ying_1
朱自清	 zhu_1 zi_4 qing_1
朱辛庄	 zhu_1 xin_1 zhuang_1
朱雀	 zhu_1 que_4
朴	 pu_3
朴树	 pu_3 shu_4
朵	 duo_3
朵朵开	 duo_3 duo_3 kai_1
机	 ji_1
机上	 ji_1 shang_4
机关	 ji_1 guan_1
机关党委	 ji_1 guan_1 dang_3 wei_3
机制	 ji_1 zhi_4
机动车	 ji_1 dong_4 che_1
机动车道	 ji_1 dong_4 che_1 dao_4
机匣	 ji_1 xia_2
机器人	 ji_1 qi_4 ren_2
机器猫	 ji_1 qi_4 mao_1
机场	 ji_1 chang_3
机场路	 ji_1 chang_3 lu_4
机型	 ji_1 xing_2
机房	 ji_1 fang_2
机构	 ji_1 gou_4
机械	 ji_1 xie_4
机械厂	 ji_1 xie_4 chang_3
机械工业	 ji_1 xie_4 gong_1 ye_4
机械设备	 ji_1 xie_4 she_4 bei_4
机油	 ji_1 you_2
机电	 ji_1 dian_4
机电工程	 ji_1 dian_4 gong_1 cheng_2
机电设备	 ji_1 dian_4 she_4 bei_4
机票	 ji_1 piao_4
机票价格	 ji_1 piao_4 jia_4 ge_2
机能	 ji_1 neng_2
杀	 sha_1
杀人	 sha_1 ren_2
杀猪刀	 sha_1 zhu_1 dao_1
杂	 za_2
杂志	 za_2 zhi_4
杂志社	 za_2 zhi_4 she_4
权	 quan_2
杆	 gan_1
杆儿	 gan_1 er_2
杉	 shan_1
杉木	 sha_1 mu_4
杉杉	 shan_1 shan_1
杉树	 shan_1 shu_4
李	 li_3
李丽珍	 li_3 li_4 zhen_1
李丽芬	 li_3 li_4 fen_1
李云迪	 li_3 yun_2 di_2
李亚鹏	 li_3 ya_4 peng_2
李佩玲	 li_3 pei_4 ling_2
李佳薇	 li_3 jia_1 wei_1
李克勤	 li_3 ke_4 qin_2
李克强	 li_3 ke_4 qiang_2
李嘉诚	 li_3 jia_1 cheng_2
李四	 li_3 si_4
李大夫	 li_3 dai_4 fu_1
李子	 li_3 zi_0
李宁	 li_3 ning_2
李宇春	 li_3 yu_3 chun_1
李宗盛	 li_3 zong_1 sheng_4
李家	 li_3 jia_1
李德	 li_3 de_2
李心洁	 li_3 xin_1 jie_2
李慧珍	 li_3 hui_4 zhen_1
李时珍	 li_3 shi_2 zhen_1
李春波	 li_3 chun_1 bo_1
李晓杰	 li_3 xiao_3 jie_2
李沧区	 li_3 cang_1 qu_1
李白	 li_3 bai_2
李碧华	 li_3 bi_4 hua_2
李红旗	 li_3 hong_2 qi_2
李谷一	 li_3 gu_3 yi_1
李贞贤	 li_3 zhen_1 xian_2
李香兰	 li_3 xiang_1 lan_2
李鸿章	 li_3 hong_2 zhang_1
杏	 xing_4
杏坛	 xing_4 tan_2
杏花	 xing_4 hua_1
杏花岭区	 xing_4 hua_1 ling_3 qu_1
杏花楼	 xing_4 hua_1 lou_2
材料	 cai_2 liao_4
村	 cun_1
村农民	 cun_1 nong_2 min_2
村务	 cun_1 wu_4
村妇	 cun_1 fu_4
村委	 cun_1 wei_3
村委会	 cun_1 wei_3 hui_4
村宅	 cun_1 zhai_2
村山	 cun_1 shan_1
村村	 cun_1 cun_1
村民	 cun_1 min_2
村社	 cun_1 she_4
村镇	 cun_1 zhen_4
杜	 du_4
杜德伟	 du_4 de_2 wei_3
杞县	 qi_3 xian_4
束	 shu_4
杠	 gang_1
条	 tiao_2
来	 lai_2
来临	 lai_2 lin_2
来京	 lai_2 jing_1
来到	 lai_2 dao_4
来历	 lai_2 li_4
来回	 lai_2 hui_2
来宾	 lai_2 bin_1
来宾市	 lai_2 bin_1 shi_4
来日方长	 lai_2 ri_4 fang_1 chang_2
来电	 lai_2 dian_4
来看	 lai_2 kan_4
来福士	 lai_2 fu_2 shi_4
来自	 lai_2 zi_4
来访	 lai_2 fang_3
来说	 lai_2 shuo_1
来首歌	 lai_2 shou_3 ge_1
来首歌曲	 lai_2 shou_3 ge_1 qu_3
杨	 yang_2
杨坤	 yang_2 kun_1
杨宋镇	 yang_2 song_4 zhen_4
杨家	 yang_2 jia_1
杨家台	 yang_2 jia_1 tai_2
杨家坪	 yang_2 jia_1 ping_2
杨家湾	 yang_2 jia_1 wan_1
杨庄镇	 yang_2 zhuang_1 zhen_4
杨柳	 yang_2 liu_3
杨柳青	 yang_2 liu_3 qing_1
杨树浦	 yang_2 shu_4 pu_3
杨浦	 yang_2 pu_3
杨浦区	 yang_2 pu_3 qu_1
杨钰莹	 yang_2 yu_4 ying_2
杨高中	 yang_2 gao_1 zhong_1
杭	 hang_2
杭天琪	 hang_2 tian_1 qi_2
杭州	 hang_2 zhou_1
杭州市	 hang_2 zhou_1 shi_4
杭州市区	 hang_2 zhou_1 shi_4 qu_1
杭州湾	 hang_2 zhou_1 wan_1
杭帮菜	 hang_2 bang_1 cai_4
杯	 bei_1
杯酒	 bei_1 jiu_3
杰	 jie_2
杰克	 jie_2 ke_4
杰克逊	 jie_2 ke_4 xun_4
杰出	 jie_2 chu_1
東	 dong_1
松	 song_1
松下	 song_1 xia_4
松兰	 song_1 lan_2
松原	 song_1 yuan_2
松山湖	 song_1 shan_1 hu_2
松岗	 song_1 gang_3
松岗镇	 song_1 gang_3 zhen_4
松岭	 song_1 ling_3
松弛	 song_1 chi_2
松明	 song_1 ming_2
松林	 song_1 lin_2
松树	 song_1 shu_4
松江	 song_1 jiang_1
松江区	 song_1 jiang_1 qu_1
松潘	 song_1 pan_1
松花	 song_1 hua_1
松花江	 song_1 hua_1 jiang_1
松阳	 song_1 yang_2
松陵	 song_1 ling_2
松饼	 song_1 bing_3
松鼠	 song_1 shu_3
板	 ban_3
板凳	 ban_3 deng_4
板子	 ban_3 zi_0
板带	 ban_3 dai_4
板材	 ban_3 cai_2
板桥	 ban_3 qiao_2
板面	 ban_3 mian_4
极	 ji_2
极乐	 ji_2 le_4
极品	 ji_2 pin_3
极地	 ji_2 di_4
极大	 ji_2 da_4
极致	 ji_2 zhi_4
极限	 ji_2 xian_4
枉	 wang_3
枋湖	 fang_1 hu_2
枕	 zhen_3
林	 lin_2
林业	 lin_2 ye_4
林业大学	 lin_2 ye_4 da_4 xue_2
林中	 lin_2 zhong_1
林中鸟	 lin_2 zhong_1 niao_3
林依轮	 lin_2 yi_1 lun_2
林俊杰	 lin_2 jun_4 jie_2
林内	 lin_2 nei_4
林则徐	 lin_2 ze_2 xu_2
林园	 lin_2 yuan_2
林场	 lin_2 chang_3
林妹妹	 lin_2 mei_4 mei_4
林子祥	 lin_2 zi_0 xiang_2
林家	 lin_2 jia_1
林州	 lin_2 zhou_1
林心如	 lin_2 xin_1 ru_2
林忆莲	 lin_2 yi_4 lian_2
林志炫	 lin_2 zhi_4 xuan_4
林志玲	 lin_2 zhi_4 ling_2
林志颖	 lin_2 zhi_4 ying_3
林海	 lin_2 hai_3
林熙蕾	 lin_2 xi_1 lei_3
林肯	 lin_2 ken_3
林肯公园	 lin_2 ken_3 gong_1 yuan_2
林苑	 lin_2 yuan_4
林蛙	 lin_2 wa_1
林西	 lin_2 xi_1
果	 guo_3
果园	 guo_3 yuan_2
果汁	 guo_3 zhi_1
果洛	 guo_3 luo_4
枢纽	 shu_1 niu_3
枣	 zao_3
枣园	 zao_3 yuan_2
枣庄	 zao_3 zhuang_1
枣庄市	 zao_3 zhuang_1 shi_4
枣林	 zao_3 lin_2
枣阳	 zao_3 yang_2
枣阳市	 zao_3 yang_2 shi_4
